slot,ref_tick,sz,shred_cnt
308016790,31,39367,41
308016790,33,40457,42
308016790,35,34464,36
308016790,37,34275,36
308016790,39,37104,39
308016790,42,36388,38
308016790,47,36006,37
308016790,54,36472,38
308016790,63,5350,6
308016790,0,56,32
308016791,2,46659,48
308016791,4,40025,42
308016791,7,35408,37
308016791,9,34770,36
308016791,11,35209,37
308016791,14,40214,42
308016791,16,33916,35
308016791,18,35824,37
308016791,18,33741,35
308016791,19,34426,36
308016791,21,38433,40
308016791,25,34310,36
308016791,29,48738,50
308016791,33,36249,38
308016791,36,34224,36
308016791,46,9515,10
308016791,56,488,1
308016791,0,392,32
308016792,1,36981,38
308016792,3,36614,38
308016792,4,35471,37
308016792,4,34210,36
308016792,5,34493,36
308016792,5,35486,37
308016792,6,38904,40
308016792,6,33890,35
308016792,7,40677,42
308016792,8,39858,41
308016792,8,34286,36
308016792,10,41166,43
308016792,12,52132,54
308016792,13,40984,43
308016792,14,41249,43
308016792,15,38377,40
308016792,16,40976,43
308016792,17,37058,39
308016792,18,47014,49
308016792,20,37504,39
308016792,22,41938,44
308016792,25,33738,35
308016792,28,34583,36
308016792,29,34191,36
308016792,31,35710,37
308016792,35,34171,36
308016792,38,33842,35
308016792,43,34927,36
308016792,53,29845,30
308016792,63,488,1
308016792,0,56,32
308016793,1,35079,36
308016793,10,34356,36
308016793,19,33837,35
308016793,24,34191,36
308016793,34,25540,26
308016793,38,34135,36
308016793,42,34824,36
308016793,45,34706,36
308016793,48,36984,38
308016793,51,39692,41
308016793,53,37040,38
308016793,62,13819,14
308016793,0,104,32
308016794,2,47252,49
308016794,4,44263,46
308016794,6,44584,46
308016794,8,43270,45
308016794,10,53975,56
308016794,11,52232,54
308016794,13,33789,35
308016794,14,44183,46
308016794,16,34039,35
308016794,20,34313,36
308016794,24,36156,38
308016794,28,33638,35
308016794,30,33828,35
308016794,33,35697,37
308016794,35,34231,36
308016794,40,34187,36
308016794,50,15378,16
308016794,59,29207,30
308016794,0,248,32
308016795,2,49229,51
308016795,3,34472,36
308016795,5,34164,36
308016795,6,47550,49
308016795,7,37783,39
308016795,8,46608,48
308016795,9,34294,36
308016795,10,34932,36
308016795,11,33675,35
308016795,13,53219,55
308016795,14,33780,35
308016795,16,33923,35
308016795,16,33750,35
308016795,17,45724,47
308016795,18,35057,36
308016795,20,34046,35
308016795,21,33886,35
308016795,24,33937,35
308016795,31,36355,38
308016795,38,34155,36
308016795,42,33677,35
308016795,47,33744,35
308016795,54,50960,53
308016795,0,488,32
308016800,4,37387,39
308016800,6,35275,37
308016800,8,33940,35
308016800,13,33710,35
308016800,19,53664,56
308016800,20,46533,48
308016800,21,49317,51
308016800,22,33638,35
308016800,22,50108,52
308016800,23,51746,54
308016800,24,47915,50
308016800,25,48982,51
308016800,26,46020,48
308016800,27,34713,36
308016800,28,36627,38
308016800,28,51471,53
308016800,34,34402,36
308016800,40,33802,35
308016800,44,34186,36
308016800,49,37283,39
308016800,53,39271,41
308016800,57,36791,38
308016800,60,33787,35
308016800,62,35360,37
308016800,0,17355,32
308016801,5,53714,56
308016801,7,34328,36
308016801,9,33885,35
308016801,11,33694,35
308016801,12,35528,37
308016801,15,33740,35
308016801,17,34499,36
308016801,19,34035,35
308016801,21,35983,37
308016801,23,34621,36
308016801,24,34539,36
308016801,26,33960,35
308016801,28,37467,39
308016801,30,49751,52
308016801,31,42285,44
308016801,33,36288,38
308016801,36,34384,36
308016801,45,31668,32
308016801,55,488,1
308016801,58,40880,42
308016801,59,40810,42
308016801,60,44494,46
308016801,0,22479,32
308016802,3,37153,39
308016802,7,34456,36
308016802,10,36172,38
308016802,15,36104,38
308016802,23,45634,47
308016802,26,51619,53
308016802,27,38418,40
308016802,29,34006,35
308016802,30,43250,45
308016802,32,48490,50
308016802,34,42899,44
308016802,37,34554,36
308016802,39,34443,36
308016802,44,37541,39
308016802,53,36406,38
308016802,58,57072,59
308016802,60,33739,35
308016802,63,34096,35
308016802,0,6012,32
308016803,3,34855,36
308016803,6,35229,37
308016803,11,35091,36
308016803,15,34851,36
308016803,18,34808,36
308016803,23,37705,39
308016803,25,37446,39
308016803,26,38794,40
308016803,29,42995,45
308016803,31,47591,49
308016803,32,44081,46
308016803,34,42921,45
308016803,35,37699,39
308016803,37,34662,36
308016803,39,35734,37
308016803,41,35411,37
308016803,45,34851,36
308016803,47,42754,44
308016803,53,35116,37
308016803,59,35349,37
308016803,61,33920,35
308016803,0,12685,32
308016804,1,38664,40
308016804,3,35067,36
308016804,3,36710,38
308016804,5,39308,41
308016804,6,53336,55
308016804,7,39898,41
308016804,9,43078,45
308016804,11,40087,42
308016804,13,35240,37
308016804,15,33947,35
308016804,19,33716,35
308016804,21,58809,61
308016804,22,34444,36
308016804,23,33808,35
308016804,25,34471,36
308016804,26,33875,35
308016804,28,35537,37
308016804,30,33689,35
308016804,32,34669,36
308016804,33,34032,35
308016804,35,34048,35
308016804,37,34187,36
308016804,40,34743,36
308016804,49,28006,29
308016804,59,19703,20
308016804,59,42473,44
308016804,0,25314,32
308016805,3,34770,36
308016805,7,34814,36
308016805,11,34234,36
308016805,13,34026,35
308016805,15,33995,35
308016805,16,34134,36
308016805,17,34317,36
308016805,19,33677,35
308016805,21,34863,36
308016805,21,34002,35
308016805,23,34693,36
308016805,24,43331,45
308016805,26,41994,44
308016805,27,38618,40
308016805,29,39063,41
308016805,31,39938,41
308016805,33,34776,36
308016805,34,37212,39
308016805,44,32619,34
308016805,54,488,1
308016805,58,53792,56
308016805,59,33922,35
308016805,0,2210,32
308016806,1,33679,35
308016806,2,53749,56
308016806,3,33798,35
308016806,4,33720,35
308016806,8,36182,38
308016806,11,33685,35
308016806,14,36793,38
308016806,17,39878,41
308016806,19,35988,37
308016806,21,33932,35
308016806,23,35290,37
308016806,25,40442,42
308016806,29,42304,44
308016806,30,34131,36
308016806,32,41746,43
308016806,34,40796,42
308016806,36,40750,42
308016806,37,34336,36
308016806,38,34035,35
308016806,42,37075,39
308016806,51,15760,16
308016806,58,35609,37
308016806,0,15625,32
308016807,3,37003,38
308016807,9,33662,35
308016807,12,46785,48
308016807,15,35814,37
308016807,18,36124,38
308016807,21,34982,36
308016807,24,42402,44
308016807,28,34290,36
308016807,31,33919,35
308016807,34,35473,37
308016807,35,35230,37
308016807,38,34387,36
308016807,39,34082,35
308016807,42,34307,36
308016807,46,34861,36
308016807,49,34819,36
308016807,56,33687,35
308016807,0,2035,32
308016808,2,34740,36
308016808,3,37912,39
308016808,4,38147,40
308016808,4,34171,36
308016808,4,38350,40
308016808,5,38603,40
308016808,6,33998,35
308016808,7,39395,41
308016808,8,48999,51
308016808,9,42010,44
308016808,10,43625,45
308016808,12,35894,37
308016808,15,34371,36
308016808,16,34219,36
308016808,18,42350,44
308016808,20,36959,38
308016808,22,33784,35
308016808,24,42085,44
308016808,26,33852,35
308016808,28,34367,36
308016808,31,34235,36
308016808,32,33664,35
308016808,33,35642,37
308016808,33,35064,36
308016808,34,33881,35
308016808,34,34045,35
308016808,35,35647,37
308016808,36,33750,35
308016808,36,33932,35
308016808,37,35110,37
308016808,37,34221,36
308016808,38,34088,35
308016808,39,34008,35
308016808,40,34229,36
308016808,42,33880,35
308016808,45,33644,35
308016808,49,34487,36
308016808,59,23830,24
308016808,61,33695,35
308016808,0,4124,32
308016809,3,33655,35
308016809,6,34350,36
308016809,7,36132,38
308016809,13,35731,37
308016809,16,33804,35
308016809,18,39879,41
308016809,20,34565,36
308016809,21,37148,39
308016809,23,33989,35
308016809,25,41673,43
308016809,27,38592,40
308016809,29,36329,38
308016809,31,33884,35
308016809,34,38138,40
308016809,37,41855,43
308016809,40,35940,37
308016809,49,27384,28
308016809,59,488,1
308016809,62,41080,43
308016809,63,33647,35
308016809,0,3613,32
308016810,4,37124,39
308016810,5,35147,37
308016810,7,33959,35
308016810,10,34470,36
308016810,16,34959,36
308016810,17,38212,40
308016810,19,39553,41
308016810,21,34449,36
308016810,23,38554,40
308016810,24,38913,40
308016810,26,37969,39
308016810,28,35219,37
308016810,30,34070,35
308016810,32,34598,36
308016810,35,45151,47
308016810,38,35710,37
308016810,41,34652,36
308016810,47,33675,35
308016810,53,33988,35
308016810,62,6278,7
308016810,0,104,32
308016811,2,41273,43
308016811,4,34332,36
308016811,6,33791,35
308016811,11,34276,36
308016811,15,47843,50
308016811,18,37742,39
308016811,23,41499,43
308016811,28,52243,54
308016811,34,42343,44
308016811,37,34301,36
308016811,45,33755,35
308016811,47,37704,39
308016811,48,44588,46
308016811,50,39714,41
308016811,54,34003,35
308016811,57,38830,40
308016811,60,36699,38
308016811,63,36557,38
308016811,0,56,32
308016812,1,39158,41
308016812,2,40346,42
308016812,3,46022,48
308016812,4,48777,51
308016812,5,46414,48
308016812,6,46214,48
308016812,7,42752,44
308016812,8,43428,45
308016812,9,42113,44
308016812,10,42967,45
308016812,11,42354,44
308016812,20,34136,36
308016812,25,34465,36
308016812,28,34241,36
308016812,31,34289,36
308016812,37,36209,38
308016812,41,33643,35
308016812,44,33771,35
308016812,48,33922,35
308016812,57,33413,35
308016812,0,1282,32
308016813,4,34894,36
308016813,10,37708,39
308016813,14,35055,36
308016813,20,33922,35
308016813,26,36100,38
308016813,34,34068,35
308016813,36,34640,36
308016813,39,34675,36
308016813,48,49111,51
308016813,51,39477,41
308016813,54,39457,41
308016813,55,40984,43
308016813,58,49151,51
308016813,59,47731,49
308016813,62,45913,48
308016813,63,37794,39
308016813,0,3471,32
308016814,1,44977,47
308016814,3,38325,40
308016814,5,36874,38
308016814,10,35598,37
308016814,20,25647,26
308016814,29,5609,6
308016814,39,25739,26
308016814,42,34912,36
308016814,49,43528,45
308016814,52,35657,37
308016814,55,39158,41
308016814,58,41080,43
308016814,0,17562,32
308016815,3,41032,43
308016815,5,41080,43
308016815,6,40984,43
308016815,7,40984,43
308016815,10,46328,48
308016815,11,40984,43
308016815,20,34629,36
308016815,25,34512,36
308016815,29,37794,39
308016815,30,36181,38
308016815,32,53256,55
308016815,34,50423,52
308016815,35,43079,45
308016815,37,47249,49
308016815,38,36199,38
308016815,47,34415,36
308016815,57,18594,19
308016815,63,34668,36
308016815,0,6921,32
308016816,1,42396,44
308016816,2,41447,43
308016816,3,40162,42
308016816,5,39788,41
308016816,5,34627,36
308016816,6,39206,41
308016816,6,33790,35
308016816,7,38027,40
308016816,8,33903,35
308016816,9,44439,46
308016816,10,34791,36
308016816,11,52075,54
308016816,12,42764,44
308016816,13,33952,35
308016816,13,33900,35
308016816,13,43676,45
308016816,14,34351,36
308016816,15,37291,39
308016816,17,34896,36
308016816,18,38088,40
308016816,19,35257,37
308016816,19,34488,36
308016816,20,43577,45
308016816,20,34930,36
308016816,21,34461,36
308016816,22,34029,35
308016816,23,34074,35
308016816,25,35269,37
308016816,28,33917,35
308016816,37,47707,49
308016816,40,34753,36
308016816,49,11276,12
308016816,55,35632,37
308016816,0,8376,32
308016817,4,34092,35
308016817,5,38533,40
308016817,10,35224,37
308016817,17,33788,35
308016817,19,37557,39
308016817,21,40745,42
308016817,23,43869,45
308016817,24,34695,36
308016817,26,33646,35
308016817,27,35165,37
308016817,28,36976,38
308016817,30,35677,37
308016817,31,35375,37
308016817,32,35743,37
308016817,33,37806,39
308016817,34,33893,35
308016817,35,34070,35
308016817,37,40029,42
308016817,38,33891,35
308016817,40,36932,38
308016817,43,34387,36
308016817,46,34937,36
308016817,49,33637,35
308016817,55,33776,35
308016817,0,4040,32
308016818,1,50167,52
308016818,2,33963,35
308016818,3,33666,35
308016818,6,35311,37
308016818,9,33979,35
308016818,11,37239,39
308016818,14,34608,36
308016818,15,33973,35
308016818,16,43669,45
308016818,18,39712,41
308016818,20,36881,38
308016818,21,34394,36
308016818,24,39619,41
308016818,25,33655,35
308016818,27,39479,41
308016818,29,33913,35
308016818,31,40064,42
308016818,35,37317,39
308016818,39,34390,36
308016818,49,3749,4
308016818,53,47971,50
308016818,56,35738,37
308016818,0,7828,32
308016819,0,34437,36
308016819,3,33774,35
308016819,9,34226,36
308016819,15,36437,38
308016819,18,34437,36
308016819,22,42275,44
308016819,24,34981,36
308016819,26,34309,36
308016819,29,34509,36
308016819,33,38766,40
308016819,34,34214,36
308016819,37,37710,39
308016819,39,33649,35
308016819,43,34338,36
308016819,52,30583,31
308016819,62,488,1
308016819,0,104,32
308016824,1,37329,39
308016824,3,35318,37
308016824,4,33777,35
308016824,6,34474,36
308016824,8,33839,35
308016824,11,48427,50
308016824,13,41032,43
308016824,14,40984,43
308016824,14,50355,52
308016824,15,40984,43
308016824,16,42662,44
308016824,16,36921,38
308016824,17,40665,42
308016824,18,48818,51
308016824,19,48790,51
308016824,20,46902,49
308016824,21,47149,49
308016824,25,34361,36
308016824,30,37745,39
308016824,35,35536,37
308016824,44,32953,34
308016824,53,3124,4
308016824,63,488,1
308016824,0,56,32
308016825,2,34256,36
308016825,3,35600,37
308016825,4,34973,36
308016825,5,34965,36
308016825,6,42055,44
308016825,6,33719,35
308016825,7,33843,35
308016825,8,35911,37
308016825,10,33749,35
308016825,11,34066,35
308016825,13,34264,36
308016825,14,38346,40
308016825,15,33844,35
308016825,17,34437,36
308016825,18,34325,36
308016825,19,41417,43
308016825,21,37626,39
308016825,23,34157,36
308016825,25,34379,36
308016825,25,33773,35
308016825,27,35308,37
308016825,28,34675,36
308016825,30,37909,39
308016825,36,34033,35
308016825,45,11567,12
308016825,55,2755,3
308016825,0,440,32
308016826,1,47477,49
308016826,1,52051,54
308016826,2,34006,35
308016826,3,45777,47
308016826,3,40740,42
308016826,6,34035,35
308016826,7,34463,36
308016826,9,34244,36
308016826,11,36449,38
308016826,13,34032,35
308016826,15,33673,35
308016826,17,42408,44
308016826,19,43350,45
308016826,21,33657,35
308016826,22,34822,36
308016826,24,34060,35
308016826,25,38209,40
308016826,26,34989,36
308016826,27,35696,37
308016826,29,42528,44
308016826,31,38625,40
308016826,34,34141,36
308016826,37,34312,36
308016826,46,7496,8
308016826,56,5319,6
308016826,0,392,32
308016827,1,40982,43
308016827,2,40982,43
308016827,2,33678,35
308016827,3,37120,39
308016827,4,34985,36
308016827,5,35056,36
308016827,8,38446,40
308016827,10,33793,35
308016827,12,34682,36
308016827,13,33837,35
308016827,15,34878,36
308016827,16,35558,37
308016827,17,34879,36
308016827,19,34571,36
308016827,21,33935,35
308016827,24,36501,38
308016827,26,33812,35
308016827,27,36701,38
308016827,29,36192,38
308016827,30,33779,35
308016827,33,38419,40
308016827,42,32138,33
308016827,52,488,1
308016827,62,2131,3
308016827,0,104,32
308016828,1,37619,39
308016828,2,35928,37
308016828,3,35785,37
308016828,3,41318,43
308016828,4,43850,45
308016828,4,37669,39
308016828,5,35389,37
308016828,6,39811,41
308016828,7,38799,40
308016828,9,48223,50
308016828,10,47102,49
308016828,11,50257,52
308016828,12,53587,55
308016828,13,52799,55
308016828,13,33898,35
308016828,14,34216,36
308016828,15,41851,43
308016828,18,34059,35
308016828,19,51314,53
308016828,21,33961,35
308016828,23,34034,35
308016828,24,33750,35
308016828,26,34941,36
308016828,29,34871,36
308016828,30,37131,39
308016828,32,35073,36
308016828,35,35351,37
308016828,44,31264,32
308016828,54,5225,6
308016828,0,488,32
308016829,1,41078,43
308016829,4,34088,35
308016829,5,35777,37
308016829,6,34667,36
308016829,8,34387,36
308016829,10,34389,36
308016829,13,36061,37
308016829,14,34826,36
308016829,14,33958,35
308016829,15,34920,36
308016829,16,35091,36
308016829,17,35357,37
308016829,18,34162,36
308016829,20,34318,36
308016829,22,34288,36
308016829,24,44374,46
308016829,25,51572,53
308016829,26,34325,36
308016829,27,41030,43
308016829,28,49887,52
308016829,30,41917,43
308016829,34,34080,35
308016829,43,25445,26
308016829,53,488,1
308016829,63,6597,7
308016829,0,56,32
308016830,1,43876,46
308016830,2,40984,43
308016830,3,40984,43
308016830,4,39149,41
308016830,7,34104,35
308016830,8,34489,36
308016830,10,33643,35
308016830,14,33952,35
308016830,17,33636,35
308016830,19,35818,37
308016830,22,33725,35
308016830,23,41006,43
308016830,25,44050,46
308016830,27,34243,36
308016830,28,33772,35
308016830,29,40803,42
308016830,30,47859,50
308016830,31,43879,46
308016830,32,35006,36
308016830,34,33638,35
308016830,37,37463,39
308016830,39,34045,35
308016830,41,33709,35
308016830,45,34119,35
308016830,50,37646,39
308016830,54,34281,36
308016830,57,33859,35
308016830,0,32797,34
308016831,2,34600,36
308016831,8,36653,38
308016831,12,33922,35
308016831,15,34462,36
308016831,21,34975,36
308016831,25,33985,35
308016831,27,33928,35
308016831,28,38642,40
308016831,31,41492,43
308016831,33,37503,39
308016831,35,36696,38
308016831,38,33772,35
308016831,40,39268,41
308016831,41,33915,35
308016831,44,37453,39
308016831,49,33974,35
308016831,51,34438,36
308016831,58,34012,35
308016831,0,12955,32
308016836,3,41222,43
308016836,6,34048,35
308016836,6,34006,35
308016836,7,34523,36
308016836,9,34016,35
308016836,16,48181,50
308016836,17,34437,36
308016836,18,40611,42
308016836,19,34065,35
308016836,20,40984,43
308016836,21,37886,39
308016836,21,34826,36
308016836,22,33722,35
308016836,23,41596,43
308016836,24,48619,50
308016836,26,42335,44
308016836,27,40984,43
308016836,28,40665,42
308016836,29,36837,38
308016836,31,39236,41
308016836,34,33677,35
308016836,36,36167,38
308016836,39,34603,36
308016836,42,33815,35
308016836,43,34331,36
308016836,44,34910,36
308016836,47,34812,36
308016836,52,40541,42
308016836,54,33654,35
308016836,63,12600,13
308016836,0,56,32
308016837,2,35251,37
308016837,4,33659,35
308016837,8,35976,37
308016837,12,35315,37
308016837,14,34195,36
308016837,17,35717,37
308016837,19,34850,36
308016837,21,33720,35
308016837,22,35304,37
308016837,24,35540,37
308016837,26,34344,36
308016837,27,33758,35
308016837,29,34932,36
308016837,31,34569,36
308016837,33,34452,36
308016837,35,33642,35
308016837,38,37483,39
308016837,40,34170,36
308016837,49,23974,25
308016837,59,2123,3
308016837,0,248,32
308016838,1,33837,35
308016838,3,53434,55
308016838,4,45536,47
308016838,5,42434,44
308016838,7,34165,36
308016838,10,33805,35
308016838,12,45943,48
308016838,14,33780,35
308016838,15,48957,51
308016838,17,42144,44
308016838,19,33725,35
308016838,20,38490,40
308016838,22,38882,40
308016838,25,40127,42
308016838,27,34695,36
308016838,29,34117,35
308016838,31,33746,35
308016838,33,34082,35
308016838,35,39904,41
308016838,42,34541,36
308016838,51,3866,4
308016838,61,488,1
308016838,0,2752,32
308016839,1,46047,48
308016839,3,44179,46
308016839,4,41968,44
308016839,8,33654,35
308016839,10,41067,43
308016839,13,45757,47
308016839,15,34480,36
308016839,18,35924,37
308016839,21,35503,37
308016839,23,33697,35
308016839,26,34593,36
308016839,29,35462,37
308016839,32,46679,48
308016839,38,33686,35
308016839,48,21082,22
308016839,58,488,1
308016839,0,12136,32
308016840,1,38297,40
308016840,2,34971,36
308016840,4,41445,43
308016840,5,42153,44
308016840,6,33866,35
308016840,6,43130,45
308016840,7,33988,35
308016840,7,40716,42
308016840,8,33722,35
308016840,9,47997,50
308016840,9,33959,35
308016840,10,43957,46
308016840,11,40926,42
308016840,12,49451,51
308016840,12,33732,35
308016840,13,38073,40
308016840,14,44476,46
308016840,16,34069,35
308016840,17,34527,36
308016840,19,34089,35
308016840,21,44702,46
308016840,22,34531,36
308016840,24,33898,35
308016840,26,34041,35
308016840,28,35386,37
308016840,30,36163,38
308016840,38,33662,35
308016840,47,4808,5
308016840,57,3088,4
308016840,0,344,32
308016841,0,34897,36
308016841,1,37972,39
308016841,1,38424,40
308016841,2,44668,46
308016841,4,34074,35
308016841,7,34148,36
308016841,10,35427,37
308016841,11,34808,36
308016841,14,35449,37
308016841,15,34371,36
308016841,16,51114,53
308016841,17,35728,37
308016841,18,34035,35
308016841,19,34360,36
308016841,20,34339,36
308016841,20,34419,36
308016841,21,35204,37
308016841,22,34280,36
308016841,23,36944,38
308016841,24,36771,38
308016841,25,35281,37
308016841,26,35211,37
308016841,26,33785,35
308016841,27,34262,36
308016841,27,33986,35
308016841,28,35220,37
308016841,37,33424,35
308016841,47,488,1
308016841,52,39900,41
308016841,62,488,1
308016841,0,104,32
308016842,0,36998,38
308016842,1,35212,37
308016842,2,34486,36
308016842,2,34701,36
308016842,3,45102,47
308016842,4,44893,47
308016842,9,38282,40
308016842,11,34279,36
308016842,12,40469,42
308016842,13,33827,35
308016842,14,34386,36
308016842,14,37746,39
308016842,16,34577,36
308016842,17,34215,36
308016842,18,34334,36
308016842,19,45852,48
308016842,21,34340,36
308016842,23,33716,35
308016842,26,33762,35
308016842,29,34655,36
308016842,30,34242,36
308016842,32,33639,35
308016842,33,40028,42
308016842,36,37416,39
308016842,45,18497,19
308016842,54,41368,43
308016842,56,52452,54
308016842,0,25033,32
308016843,2,35342,37
308016843,4,34832,36
308016843,5,35220,37
308016843,7,34527,36
308016843,10,33788,35
308016843,13,34463,36
308016843,15,33699,35
308016843,17,42295,44
308016843,19,44839,46
308016843,21,33773,35
308016843,25,38141,40
308016843,26,34313,36
308016843,30,35411,37
308016843,32,38204,40
308016843,35,42559,44
308016843,38,36794,38
308016843,47,15068,16
308016843,57,488,1
308016843,0,344,32
308016844,1,42133,44
308016844,2,37842,39
308016844,6,38938,40
308016844,7,40301,42
308016844,12,39065,41
308016844,13,35353,37
308016844,14,34026,35
308016844,15,37858,39
308016844,16,35931,37
308016844,17,53201,55
308016844,17,38273,40
308016844,18,47400,49
308016844,19,40984,43
308016844,20,40984,43
308016844,21,40974,43
308016844,22,47428,49
308016844,24,35067,36
308016844,27,33865,35
308016844,29,33826,35
308016844,31,33701,35
308016844,33,34755,36
308016844,37,34529,36
308016844,41,34800,36
308016844,49,35174,37
308016844,53,35055,36
308016844,58,33754,35
308016844,59,34119,35
308016844,61,34630,36
308016844,0,9341,32
308016845,1,34633,36
308016845,3,34474,36
308016845,5,34365,36
308016845,7,33961,35
308016845,11,34004,35
308016845,18,34515,36
308016845,24,34110,35
308016845,29,36428,38
308016845,32,33667,35
308016845,33,35187,37
308016845,42,16666,17
308016845,52,488,1
308016845,56,41128,43
308016845,0,15114,32
308016846,1,47468,49
308016846,2,46402,48
308016846,3,45671,47
308016846,3,37158,39
308016846,4,48349,50
308016846,5,50677,52
308016846,6,53742,56
308016846,9,37848,39
308016846,17,34448,36
308016846,19,35939,37
308016846,28,27600,28
308016846,31,34253,36
308016846,32,39217,41
308016846,33,43303,45
308016846,34,42846,44
308016846,36,42185,44
308016846,37,46274,48
308016846,39,33783,35
308016846,40,33889,35
308016846,41,34829,36
308016846,42,35337,37
308016846,43,35490,37
308016846,44,35187,37
308016846,45,35567,37
308016846,46,35406,37
308016846,47,35234,37
308016846,56,21940,23
308016846,63,36166,38
308016846,0,56,32
308016847,1,33934,35
308016847,4,34805,36
308016847,7,45166,47
308016847,12,33892,35
308016847,15,34064,35
308016847,18,34390,36
308016847,28,33618,35
308016847,33,33871,35
308016847,35,37056,39
308016847,37,41963,44
308016847,38,35143,37
308016847,41,39251,41
308016847,44,34650,36
308016847,46,34120,35
308016847,47,35086,36
308016847,48,33986,35
308016847,49,34251,36
308016847,50,35726,37
308016847,51,35316,37
308016847,52,33677,35
308016847,53,38540,40
308016847,54,33863,35
308016847,56,34361,36
308016847,59,41743,43
308016847,0,20314,32
308016848,2,43505,45
308016848,3,41766,43
308016848,5,39310,41
308016848,6,35508,37
308016848,7,37377,39
308016848,7,37316,39
308016848,9,51499,53
308016848,10,35101,37
308016848,10,39789,41
308016848,11,33723,35
308016848,11,33741,35
308016848,13,34089,35
308016848,17,34347,36
308016848,19,36570,38
308016848,21,34893,36
308016848,23,39103,41
308016848,25,33913,35
308016848,27,34822,36
308016848,31,33790,35
308016848,34,33902,35
308016848,36,34158,36
308016848,38,34466,36
308016848,41,34646,36
308016848,42,36487,38
308016848,47,34538,36
308016848,53,33768,35
308016848,62,32852,34
308016848,0,104,32
308016849,4,35451,37
308016849,7,33644,35
308016849,9,34324,36
308016849,11,34610,36
308016849,14,36529,38
308016849,16,34545,36
308016849,16,35235,37
308016849,18,34002,35
308016849,20,47819,50
308016849,22,37463,39
308016849,24,35390,37
308016849,25,33841,35
308016849,27,40060,42
308016849,30,44651,46
308016849,32,35520,37
308016849,35,36504,38
308016849,39,39146,41
308016849,42,36252,38
308016849,45,34914,36
308016849,51,34081,35
308016849,58,34055,35
308016849,0,28395,32
308016850,5,34978,36
308016850,7,45370,47
308016850,9,35333,37
308016850,13,34371,36
308016850,14,39928,41
308016850,15,33762,35
308016850,17,45258,47
308016850,18,33695,35
308016850,19,39144,41
308016850,21,43116,45
308016850,23,34155,36
308016850,27,41849,43
308016850,31,36756,38
308016850,33,34622,36
308016850,35,36886,38
308016850,37,34747,36
308016850,39,34605,36
308016850,43,33994,35
308016850,46,34185,36
308016850,50,35735,37
308016850,59,21542,22
308016850,0,248,32
308016851,1,51489,53
308016851,4,33736,35
308016851,6,34088,35
308016851,10,35309,37
308016851,13,33800,35
308016851,16,44239,46
308016851,17,36218,38
308016851,19,34668,36
308016851,20,34069,35
308016851,22,33819,35
308016851,25,35470,37
308016851,29,40412,42
308016851,31,40263,42
308016851,39,33749,35
308016851,48,14663,15
308016851,58,488,1
308016851,0,2258,32
308016852,1,38480,40
308016852,2,39756,41
308016852,3,45855,48
308016852,4,43165,45
308016852,4,39883,41
308016852,5,37388,39
308016852,6,35474,37
308016852,7,34309,36
308016852,8,36391,38
308016852,9,40657,42
308016852,10,40984,43
308016852,11,33637,35
308016852,11,33760,35
308016852,13,49700,51
308016852,14,42155,44
308016852,15,45809,47
308016852,16,44832,46
308016852,19,37049,38
308016852,20,44680,46
308016852,24,35332,37
308016852,25,35005,36
308016852,27,34928,36
308016852,28,34336,36
308016852,30,34523,36
308016852,31,34174,36
308016852,32,34529,36
308016852,34,33739,35
308016852,38,35173,37
308016852,48,25374,26
308016852,57,17531,18
308016852,0,18299,32
308016853,5,33810,35
308016853,8,34361,36
308016853,12,34876,36
308016853,15,34468,36
308016853,18,34561,36
308016853,20,33657,35
308016853,23,35367,37
308016853,27,42832,44
308016853,29,34358,36
308016853,30,41049,43
308016853,31,43545,45
308016853,33,33953,35
308016853,34,37553,39
308016853,35,44897,47
308016853,36,45296,47
308016853,37,39770,41
308016853,40,36287,38
308016853,44,35127,37
308016853,54,488,1
308016853,56,41032,43
308016853,60,33955,35
308016853,0,4150,32
308016854,3,35081,36
308016854,6,33706,35
308016854,8,33663,35
308016854,12,34766,36
308016854,17,47216,49
308016854,20,35480,37
308016854,23,34287,36
308016854,27,40423,42
308016854,29,43777,45
308016854,32,40434,42
308016854,34,37842,39
308016854,35,36518,38
308016854,36,37156,39
308016854,38,38150,40
308016854,40,35372,37
308016854,41,36705,38
308016854,44,35262,37
308016854,48,34488,36
308016854,52,35877,37
308016854,58,34486,36
308016854,0,27212,32
308016855,6,35566,37
308016855,11,34795,36
308016855,15,34731,36
308016855,17,33718,35
308016855,19,34655,36
308016855,21,33662,35
308016855,26,34197,36
308016855,29,33848,35
308016855,32,45170,47
308016855,33,44580,46
308016855,35,40579,42
308016855,37,35026,36
308016855,39,38389,40
308016855,44,33765,35
308016855,50,33754,35
308016855,53,35585,37
308016855,63,488,1
308016855,0,56,32
308016856,1,39483,41
308016856,2,42638,44
308016856,3,34236,36
308016856,4,40950,42
308016856,5,35972,37
308016856,5,34036,35
308016856,6,35312,37
308016856,6,37327,39
308016856,7,49144,51
308016856,7,45948,48
308016856,8,40796,42
308016856,9,34035,35
308016856,10,35610,37
308016856,11,36383,38
308016856,12,36659,38
308016856,13,40576,42
308016856,14,34296,36
308016856,16,35074,36
308016856,17,34951,36
308016856,19,43021,45
308016856,21,38268,40
308016856,22,34066,35
308016856,25,34351,36
308016856,29,40586,42
308016856,31,33916,35
308016856,38,33957,35
