slot,ref_tick,sz,shred_cnt
308017930,21,34457,36
308017930,23,47539,49
308017930,25,50619,52
308017930,27,50234,52
308017930,28,34911,36
308017930,29,33946,35
308017930,30,35732,37
308017930,33,33773,35
308017930,34,34355,36
308017930,36,34573,36
308017930,38,35978,37
308017930,42,36627,38
308017930,46,33910,35
308017930,55,18699,19
308017930,63,49146,51
308017930,0,9286,32
308017931,1,34040,35
308017931,3,34033,35
308017931,5,35738,37
308017931,14,34206,36
308017931,19,34103,35
308017931,22,33736,35
308017931,23,36438,38
308017931,25,46398,48
308017931,27,33848,35
308017931,29,44668,46
308017931,31,33957,35
308017931,33,34321,36
308017931,36,33752,35
308017931,38,33641,35
308017931,44,37678,39
308017931,54,17843,18
308017931,58,50108,52
308017931,61,34545,36
308017931,0,2529,32
308017932,1,34429,36
308017932,2,34767,36
308017932,3,35778,37
308017932,4,33954,35
308017932,5,40746,42
308017932,6,34966,36
308017932,7,35766,37
308017932,8,34285,36
308017932,10,33913,35
308017932,11,35725,37
308017932,13,40761,42
308017932,14,33950,35
308017932,17,44083,46
308017932,18,45159,47
308017932,20,36703,38
308017932,21,34646,36
308017932,22,35410,37
308017932,24,33750,35
308017932,25,39346,41
308017932,27,40196,42
308017932,31,38299,40
308017932,35,35341,37
308017932,41,34184,36
308017932,49,34739,36
308017932,51,34382,36
308017932,60,19676,20
308017932,0,200,32
308017933,1,35216,37
308017933,2,33885,35
308017933,3,35030,36
308017933,5,34776,36
308017933,11,34387,36
308017933,14,44550,46
308017933,16,44842,46
308017933,18,36153,38
308017933,19,38422,40
308017933,22,44680,46
308017933,23,34800,36
308017933,24,34810,36
308017933,25,39188,41
308017933,27,37662,39
308017933,29,34936,36
308017933,31,42266,44
308017933,40,26408,27
308017933,50,488,1
308017933,56,45044,47
308017933,57,44326,46
308017933,61,34169,36
308017933,0,4076,32
308017934,1,36638,38
308017934,8,35884,37
308017934,12,35241,37
308017934,14,34282,36
308017934,18,48764,51
308017934,20,47510,49
308017934,22,39105,41
308017934,23,33749,35
308017934,25,35609,37
308017934,26,35068,36
308017934,28,49976,52
308017934,29,39336,41
308017934,31,37681,39
308017934,33,34518,36
308017934,35,34039,35
308017934,39,38595,40
308017934,42,35041,36
308017934,45,34573,36
308017934,50,35472,37
308017934,59,18037,19
308017934,0,26861,32
308017935,2,34458,36
308017935,3,34154,36
308017935,5,34719,36
308017935,8,34377,36
308017935,9,34869,36
308017935,12,36004,37
308017935,15,42599,44
308017935,17,34062,35
308017935,19,34750,36
308017935,24,34078,35
308017935,27,38453,40
308017935,28,40626,42
308017935,30,34256,36
308017935,33,36464,38
308017935,36,33882,35
308017935,37,37650,39
308017935,39,34329,36
308017935,43,33636,35
308017935,52,17916,19
308017935,62,488,1
308017935,0,20568,32
308017936,1,37992,39
308017936,2,41341,43
308017936,3,37051,39
308017936,4,38088,40
308017936,5,41521,43
308017936,5,36022,37
308017936,6,34746,36
308017936,6,34204,36
308017936,7,48895,51
308017936,8,39059,41
308017936,9,34604,36
308017936,10,44064,46
308017936,12,47966,50
308017936,15,36751,38
308017936,17,36510,38
308017936,20,44972,47
308017936,22,36859,38
308017936,25,34043,35
308017936,29,33952,35
308017936,32,34069,35
308017936,37,35757,37
308017936,41,33733,35
308017936,44,33671,35
308017936,52,35663,37
308017936,62,14370,15
308017936,0,104,32
308017937,1,39563,41
308017937,3,35077,36
308017937,9,34603,36
308017937,12,35022,36
308017937,15,38744,40
308017937,17,34225,36
308017937,18,34058,35
308017937,19,36197,38
308017937,19,34412,36
308017937,20,34241,36
308017937,22,34115,35
308017937,22,44210,46
308017937,24,34158,36
308017937,25,38049,40
308017937,27,37404,39
308017937,29,34013,35
308017937,31,34073,35
308017937,40,19569,20
308017937,49,18816,19
308017937,59,488,1
308017937,0,20808,32
308017938,0,34554,36
308017938,1,51725,54
308017938,2,34341,36
308017938,3,46913,49
308017938,3,46736,48
308017938,8,33650,35
308017938,10,36253,38
308017938,12,33736,35
308017938,14,40866,42
308017938,16,39201,41
308017938,18,39040,41
308017938,19,37513,39
308017938,20,45832,48
308017938,22,39709,41
308017938,26,33957,35
308017938,29,37441,39
308017938,31,38784,40
308017938,34,35065,36
308017938,43,17746,18
308017938,51,40542,42
308017938,60,6548,7
308017938,0,200,32
308017939,1,33848,35
308017939,1,35197,37
308017939,2,44719,46
308017939,3,34452,36
308017939,5,34199,36
308017939,8,35975,37
308017939,12,34030,35
308017939,15,43425,45
308017939,16,33993,35
308017939,18,43688,45
308017939,20,33882,35
308017939,25,34958,36
308017939,28,39575,41
308017939,31,34490,36
308017939,33,37022,38
308017939,42,18906,20
308017939,52,488,1
308017939,54,43510,45
308017939,55,47317,49
308017939,0,2402,32
308017940,1,39477,41
308017940,2,40027,42
308017940,3,40027,42
308017940,5,40713,42
308017940,6,40665,42
308017940,7,35426,37
308017940,8,40721,42
308017940,9,40403,42
308017940,10,45927,48
308017940,11,36240,38
308017940,12,45209,47
308017940,13,41481,43
308017940,14,34599,36
308017940,14,33716,35
308017940,15,34970,36
308017940,16,34410,36
308017940,20,34419,36
308017940,29,20243,21
308017940,33,33648,35
308017940,34,34233,36
308017940,40,34323,36
308017940,43,34343,36
308017940,46,34850,36
308017940,48,34881,36
308017940,50,34924,36
308017940,52,34087,35
308017940,53,35186,37
308017940,56,34150,36
308017940,0,4957,32
308017941,6,35121,37
308017941,10,35005,36
308017941,11,39978,42
308017941,13,35572,37
308017941,14,34624,36
308017941,15,33722,35
308017941,18,34732,36
308017941,19,37057,39
308017941,21,34070,35
308017941,22,34193,36
308017941,24,34040,35
308017941,26,36569,38
308017941,29,34449,36
308017941,31,34105,35
308017941,33,33799,35
308017941,35,40260,42
308017941,37,37695,39
308017941,46,18493,19
308017941,56,488,1
308017941,57,40984,43
308017941,58,34689,36
308017941,60,34479,36
308017941,0,9914,32
308017942,2,35834,37
308017942,6,36071,37
308017942,11,45604,47
308017942,12,33876,35
308017942,13,36979,38
308017942,14,34148,36
308017942,15,41857,43
308017942,16,34474,36
308017942,18,45815,47
308017942,21,43976,46
308017942,23,38548,40
308017942,25,35462,37
308017942,27,33743,35
308017942,29,38959,40
308017942,31,34878,36
308017942,32,35188,37
308017942,35,35071,36
308017942,38,34013,35
308017942,42,34746,36
308017942,51,14764,15
308017942,57,41916,43
308017942,63,34094,35
308017942,0,6179,32
308017943,1,34222,36
308017943,3,35370,37
308017943,4,34561,36
308017943,9,34035,35
308017943,14,40918,42
308017943,17,39897,41
308017943,19,36747,38
308017943,22,34964,36
308017943,23,33795,35
308017943,26,38473,40
308017943,29,33886,35
308017943,30,36457,38
308017943,32,35289,37
308017943,34,34241,36
308017943,37,34918,36
308017943,39,35192,37
308017943,42,34098,35
308017943,51,440,1
308017943,61,24040,25
308017943,61,40936,42
308017943,62,40984,43
308017943,0,4666,32
308017944,2,37213,39
308017944,2,34300,36
308017944,4,34490,36
308017944,5,37380,39
308017944,6,38235,40
308017944,7,39965,41
308017944,9,43356,45
308017944,10,41086,43
308017944,12,39704,41
308017944,13,34169,36
308017944,14,45413,47
308017944,16,34297,36
308017944,17,34742,36
308017944,18,45856,48
308017944,20,37156,39
308017944,22,37588,39
308017944,25,42623,44
308017944,28,34391,36
308017944,30,33822,35
308017944,32,34449,36
308017944,38,41358,43
308017944,44,33773,35
308017944,48,33819,35
308017944,52,37143,39
308017944,62,5594,6
308017944,0,104,32
308017945,2,35788,37
308017945,3,33871,35
308017945,4,33700,35
308017945,6,34014,35
308017945,10,34240,36
308017945,13,40901,42
308017945,15,37097,39
308017945,16,34103,35
308017945,17,33902,35
308017945,18,39111,41
308017945,19,34212,36
308017945,21,37791,39
308017945,23,42550,44
308017945,26,42658,44
308017945,29,44432,46
308017945,33,35341,37
308017945,35,41822,43
308017945,39,33792,35
308017945,42,35971,37
308017945,49,34951,36
308017945,53,34234,36
308017945,55,34578,36
308017945,58,33925,35
308017945,62,34381,36
308017945,0,1747,32
308017946,5,35421,37
308017946,10,34150,36
308017946,13,33985,35
308017946,16,33662,35
308017946,17,44139,46
308017946,19,37705,39
308017946,21,36796,38
308017946,23,34437,36
308017946,25,39149,41
308017946,27,38479,40
308017946,28,35981,37
308017946,29,34295,36
308017946,31,34577,36
308017946,33,34358,36
308017946,35,33939,35
308017946,38,39569,41
308017946,47,9049,9
308017946,54,41272,43
308017946,59,35425,37
308017946,0,32913,34
308017947,5,34493,36
308017947,10,39379,41
308017947,13,34589,36
308017947,14,33791,35
308017947,15,39369,41
308017947,16,33693,35
308017947,17,33753,35
308017947,19,36529,38
308017947,21,37145,39
308017947,23,40704,42
308017947,26,42098,44
308017947,29,33904,35
308017947,32,33965,35
308017947,32,36675,38
308017947,34,35613,37
308017947,36,38424,40
308017947,45,32065,33
308017947,55,488,1
308017947,59,41128,43
308017947,61,49299,51
308017947,63,33657,35
308017947,0,847,32
308017948,3,35666,37
308017948,5,34621,36
308017948,7,44829,46
308017948,14,34549,36
308017948,15,49142,51
308017948,16,40665,42
308017948,17,40665,42
308017948,19,38011,39
308017948,20,40520,42
308017948,21,49929,52
308017948,23,34408,36
308017948,23,34341,36
308017948,24,48772,51
308017948,25,34827,36
308017948,26,33726,35
308017948,29,33645,35
308017948,34,34206,36
308017948,37,34618,36
308017948,40,33701,35
308017948,42,34013,35
308017948,44,36530,38
308017948,47,33671,35
308017948,51,34371,36
308017948,61,26057,27
308017948,0,25607,32
308017949,4,33906,35
308017949,14,30127,31
308017949,15,40865,42
308017949,16,37288,39
308017949,18,34556,36
308017949,20,41224,43
308017949,21,33846,35
308017949,24,33769,35
308017949,27,41619,43
308017949,29,35806,37
308017949,31,44819,46
308017949,33,43654,45
308017949,35,41343,43
308017949,37,33932,35
308017949,38,36942,38
308017949,40,39921,41
308017949,42,34543,36
308017949,45,34266,36
308017949,54,18088,19
308017949,63,41368,43
308017949,0,4036,32
308017950,0,33774,35
308017950,1,34191,36
308017950,3,34045,35
308017950,4,34360,36
308017950,5,38373,40
308017950,7,33983,35
308017950,9,34050,35
308017950,12,34538,36
308017950,15,34423,36
308017950,18,40709,42
308017950,20,39668,41
308017950,22,40560,42
308017950,25,33712,35
308017950,27,36155,38
308017950,29,34008,35
308017950,31,35323,37
308017950,33,41386,43
308017950,35,34505,36
308017950,38,37974,39
308017950,40,34587,36
308017950,42,34157,36
308017950,45,33806,35
308017950,54,11516,12
308017950,0,488,32
308017951,1,35530,37
308017951,1,47970,50
308017951,2,36323,38
308017951,5,33864,35
308017951,9,35079,36
308017951,14,42438,44
308017951,16,36504,38
308017951,17,37048,38
308017951,19,35130,37
308017951,21,34283,36
308017951,23,34048,35
308017951,26,34095,35
308017951,28,34447,36
308017951,31,34327,36
308017951,34,35470,37
308017951,37,35869,37
308017951,46,32956,34
308017951,56,21815,22
308017951,0,392,32
308017952,2,38584,40
308017952,3,44103,46
308017952,4,36947,38
308017952,5,35308,37
308017952,6,34226,36
308017952,7,44400,46
308017952,9,46783,48
308017952,11,47499,49
308017952,12,33780,35
308017952,13,34531,36
308017952,14,34426,36
308017952,15,48252,50
308017952,16,46063,48
308017952,18,50130,52
308017952,19,50365,52
308017952,24,34096,35
308017952,30,33977,35
308017952,34,34841,36
308017952,35,35497,37
308017952,41,37149,39
308017952,45,34163,36
308017952,48,33908,35
308017952,53,42982,45
308017952,55,35118,37
308017952,58,37033,38
308017952,60,34124,35
308017952,62,36445,38
308017952,0,8120,32
308017953,5,35614,37
308017953,6,34766,36
308017953,8,33901,35
308017953,12,33963,35
308017953,15,33857,35
308017953,17,35217,37
308017953,19,44621,46
308017953,21,46597,48
308017953,23,34517,36
308017953,24,42136,44
308017953,26,46871,49
308017953,27,42448,44
308017953,29,36747,38
308017953,31,33692,35
308017953,34,41812,43
308017953,36,34503,36
308017953,40,37156,39
308017953,43,37156,39
308017953,48,33824,35
308017953,52,43082,45
308017953,61,18121,19
308017953,0,152,32
308017954,1,34088,35
308017954,4,33730,35
308017954,10,44337,46
308017954,13,39819,41
308017954,14,37160,39
308017954,16,38763,40
308017954,18,35006,36
308017954,20,47413,49
308017954,22,41504,43
308017954,25,35853,37
308017954,27,44674,46
308017954,29,33736,35
308017954,31,39079,41
308017954,34,34849,36
308017954,38,33822,35
308017954,43,33796,35
308017954,47,33801,35
308017954,52,33647,35
308017954,55,34839,36
308017954,0,28920,32
308017955,5,36583,38
308017955,10,33682,35
308017955,14,33790,35
308017955,16,42737,44
308017955,19,35660,37
308017955,21,34986,36
308017955,24,33890,35
308017955,28,36070,37
308017955,30,35951,37
308017955,34,33887,35
308017955,38,37348,39
308017955,41,53845,56
308017955,47,33741,35
308017955,55,35015,36
308017955,61,38243,40
308017955,0,152,32
308017956,1,34151,36
308017956,2,36756,38
308017956,3,34847,36
308017956,4,38803,40
308017956,5,37119,39
308017956,5,34524,36
308017956,5,35662,37
308017956,7,49000,51
308017956,8,33800,35
308017956,9,51780,54
308017956,11,33920,35
308017956,12,34361,36
308017956,13,35382,37
308017956,13,38066,40
308017956,15,41821,43
308017956,18,49718,51
308017956,19,33703,35
308017956,21,33723,35
308017956,23,35789,37
308017956,25,44659,46
308017956,27,35656,37
308017956,29,33715,35
308017956,31,34905,36
308017956,36,35906,37
308017956,39,35930,37
308017956,48,10770,11
308017956,55,41188,43
308017956,61,34841,36
308017956,0,5080,32
308017957,3,34251,36
308017957,6,34299,36
308017957,8,34355,36
308017957,10,33652,35
308017957,11,33803,35
308017957,14,35309,37
308017957,16,34390,36
308017957,18,33744,35
308017957,20,43896,46
308017957,24,34106,35
308017957,25,36440,38
308017957,26,33820,35
308017957,27,34325,36
308017957,29,33714,35
308017957,30,33734,35
308017957,31,34968,36
308017957,34,36349,38
308017957,37,42783,44
308017957,46,30441,31
308017957,56,488,1
308017957,62,38466,40
308017957,63,52272,54
308017957,0,4629,32
308017958,1,34213,36
308017958,4,38645,40
308017958,4,33911,35
308017958,8,33858,35
308017958,9,33953,35
308017958,16,33796,35
308017958,19,45840,48
308017958,20,37462,39
308017958,22,38859,40
308017958,24,48666,50
308017958,26,37547,39
308017958,28,41130,43
308017958,29,34003,35
308017958,31,34547,36
308017958,33,34894,36
308017958,35,41540,43
308017958,38,35461,37
308017958,40,34117,35
308017958,44,34973,36
308017958,48,33916,35
308017958,57,39446,41
308017958,61,35654,37
308017958,0,10554,32
308017959,1,34128,36
308017959,3,33874,35
308017959,4,33911,35
308017959,8,34619,36
308017959,11,35142,37
308017959,14,42793,44
308017959,16,36835,38
308017959,19,43232,45
308017959,22,42487,44
308017959,24,40517,42
308017959,25,34114,35
308017959,27,33715,35
308017959,28,35254,37
308017959,31,35082,36
308017959,33,36192,38
308017959,35,34219,36
308017959,37,33694,35
308017959,40,37127,39
308017959,49,25052,26
308017959,59,488,1
308017959,60,40984,43
308017959,63,34630,36
308017959,0,3063,32
308017960,1,33843,35
308017960,3,33970,35
308017960,5,35191,37
308017960,8,34231,36
308017960,10,33829,35
308017960,13,35779,37
308017960,15,50243,52
308017960,16,37118,39
308017960,18,47840,50
308017960,21,45086,47
308017960,23,42388,44
308017960,25,40888,42
308017960,28,44139,46
308017960,31,37986,39
308017960,35,36464,38
308017960,39,34435,36
308017960,40,33896,35
308017960,42,33988,35
308017960,43,34390,36
308017960,45,35036,36
308017960,48,34147,36
308017960,57,2586,3
308017960,0,344,32
308017961,0,35927,37
308017961,2,43332,45
308017961,3,33754,35
308017961,6,34697,36
308017961,11,35860,37
308017961,12,37647,39
308017961,15,35042,36
308017961,16,33946,35
308017961,16,40035,42
308017961,18,41322,43
308017961,20,37867,39
308017961,22,38398,40
308017961,24,41028,43
308017961,26,34802,36
308017961,28,43730,45
308017961,31,38873,40
308017961,32,34194,36
308017961,35,35041,36
308017961,37,34552,36
308017961,47,14848,15
308017961,51,34695,36
308017961,52,37523,39
308017961,61,16034,17
308017961,0,152,32
308017962,2,34347,36
308017962,5,34005,35
308017962,5,37192,39
308017962,7,33850,35
308017962,12,36099,38
308017962,15,48288,50
308017962,17,33775,35
308017962,18,34604,36
308017962,20,42317,44
308017962,22,34295,36
308017962,23,37254,39
308017962,25,34941,36
308017962,27,51120,53
308017962,29,34478,36
308017962,29,37411,39
308017962,31,34835,36
308017962,34,34314,36
308017962,37,35215,37
308017962,42,34478,36
308017962,44,35977,37
308017962,45,34426,36
308017962,54,39015,41
308017962,60,34232,36
308017962,0,3534,32
308017963,3,33653,35
308017963,6,33757,35
308017963,13,39873,41
308017963,16,37912,39
308017963,17,37295,39
308017963,18,33852,35
308017963,20,33922,35
308017963,20,38776,40
308017963,22,40134,42
308017963,25,34066,35
308017963,26,34745,36
308017963,28,39614,41
308017963,31,35652,37
308017963,33,35877,37
308017963,38,34489,36
308017963,41,35057,36
308017963,42,34685,36
308017963,46,34442,36
308017963,55,14182,15
308017963,61,34021,35
308017963,63,52752,55
308017963,0,9506,32
308017964,2,38545,40
308017964,4,36782,38
308017964,5,39025,41
308017964,7,33854,35
308017964,8,47031,49
308017964,10,47332,49
308017964,12,42430,44
308017964,13,41185,43
308017964,15,51056,53
308017964,17,37623,39
308017964,19,34106,35
308017964,21,37250,39
308017964,23,33755,35
308017964,25,37449,39
308017964,28,34464,36
308017964,31,35261,37
308017964,35,36409,38
308017964,39,35628,37
308017964,45,35173,37
308017964,51,33865,35
308017964,60,32352,34
308017964,0,200,32
308017965,1,38995,40
308017965,4,38521,40
308017965,8,33762,35
308017965,12,33979,35
308017965,18,34826,36
308017965,20,37154,39
308017965,22,33974,35
308017965,23,46042,48
308017965,25,41773,43
308017965,26,38978,40
308017965,28,46931,49
308017965,29,38127,40
308017965,30,41153,43
308017965,32,42600,44
308017965,33,37603,39
308017965,39,33695,35
308017965,45,35876,37
308017965,51,33736,35
308017965,58,33824,35
308017965,63,33765,35
308017965,0,56,32
308017966,3,34968,36
308017966,5,34073,35
308017966,11,33954,35
308017966,16,34764,36
308017966,19,33692,35
308017966,22,34186,36
308017966,24,36973,38
308017966,25,40618,42
308017966,27,39545,41
308017966,28,48121,50
308017966,29,44239,46
308017966,31,51360,53
308017966,32,42279,44
308017966,33,44107,46
308017966,35,33818,35
308017966,38,34494,36
308017966,44,34757,36
308017966,50,34714,36
308017966,59,37257,39
308017966,0,28693,32
308017967,3,34070,35
308017967,5,34548,36
308017967,8,34224,36
308017967,11,33850,35
308017967,18,34121,35
308017967,22,35560,37
308017967,23,51546,53
308017967,25,35928,37
308017967,27,49011,51
308017967,28,38909,40
308017967,30,41731,43
308017967,31,41439,43
308017967,32,42605,44
308017967,33,41495,43
308017967,35,37416,39
308017967,38,36781,38
308017967,41,33779,35
308017967,45,34233,36
308017967,50,35164,37
308017967,60,3786,4
308017967,0,200,32
308017968,1,34775,36
308017968,2,38098,40
308017968,3,35947,37
308017968,11,33879,35
308017968,16,34326,36
308017968,20,33855,35
308017968,22,47571,49
308017968,24,35459,37
308017968,25,34455,36
308017968,27,35019,36
308017968,28,40680,42
308017968,29,36837,38
308017968,30,35553,37
308017968,31,39310,41
308017968,33,38384,40
308017968,38,40200,42
308017968,43,34146,36
308017968,46,34060,35
308017968,48,34143,36
308017968,51,35080,36
308017968,58,34119,35
308017968,0,28820,32
308017969,6,34435,36
308017969,10,33771,35
308017969,14,33816,35
308017969,18,34057,35
308017969,22,33803,35
308017969,24,49073,51
308017969,26,38022,39
308017969,27,40551,42
308017969,29,44164,46
308017969,30,34839,36
308017969,31,35025,36
308017969,32,38375,40
308017969,33,42499,44
308017969,35,35608,37
308017969,38,36181,38
308017969,43,34322,36
308017969,48,36105,38
308017969,50,34545,36
308017969,53,34904,36
308017969,62,26410,27
308017969,0,104,32
308017970,1,34676,36
308017970,10,52556,54
308017970,14,36676,38
308017970,17,36735,38
308017970,19,33793,35
308017970,22,36719,38
308017970,24,41104,43
308017970,25,41455,43
308017970,26,39056,41
308017970,28,43643,45
308017970,29,51535,53
308017970,30,33639,35
308017970,31,40665,42
308017970,33,43772,45
308017970,36,33867,35
308017970,42,34345,36
308017970,48,34441,36
308017970,52,34104,35
308017970,55,34318,36
308017970,0,10003,32
308017971,1,33776,35
308017971,4,35059,36
308017971,8,34442,36
308017971,13,37252,39
308017971,20,34208,36
308017971,23,45573,47
308017971,25,43105,45
308017971,26,45089,47
308017971,28,46455,48
308017971,30,40435,42
308017971,32,36088,38
308017971,38,34036,35
308017971,41,38621,40
308017971,46,34138,36
308017971,54,33894,35
308017971,60,34355,36
308017971,62,37414,39
308017971,63,46023,48
308017971,0,12122,32
308017972,2,35937,37
308017972,3,35530,37
308017972,5,34046,35
308017972,5,34278,36
308017972,6,33722,35
308017972,7,37040,38
308017972,7,45010,47
308017972,9,44512,46
308017972,10,45054,47
308017972,11,40400,42
308017972,15,39996,42
308017972,17,38349,40
308017972,20,40124,42
308017972,23,33647,35
308017972,23,33994,35
308017972,26,39875,41
308017972,29,37448,39
308017972,31,36777,38
308017972,33,34505,36
308017972,35,35237,37
308017972,41,36844,38
308017972,46,34185,36
308017972,53,34144,36
308017972,62,7844,8
308017972,0,104,32
308017973,4,33675,35
308017973,11,38020,39
308017973,14,42416,44
308017973,16,48825,51
308017973,17,33639,35
308017973,19,36319,38
308017973,19,37680,39
308017973,20,39260,41
308017973,22,34060,35
308017973,25,35892,37
308017973,27,40902,42
308017973,29,33852,35
308017973,30,35210,37
308017973,32,34893,36
308017973,34,34090,35
308017973,36,34117,35
308017973,38,43134,45
308017973,47,30221,31
308017973,56,34319,36
308017973,56,34037,35
308017973,0,21771,32
308017974,2,34768,36
308017974,7,34792,36
308017974,12,34921,36
308017974,15,34483,36
308017974,17,38055,40
308017974,18,45795,47
308017974,19,45679,47
308017974,20,48916,51
308017974,22,44823,46
308017974,24,39634,41
308017974,28,40538,42
308017974,30,40930,42
308017974,32,43623,45
308017974,34,33745,35
308017974,43,18960,20
308017974,53,488,1
308017974,56,34958,36
308017974,57,33774,35
308017974,0,29360,32
308017975,1,37073,39
308017975,1,36386,38
308017975,2,37688,39
308017975,2,37788,39
308017975,4,36868,38
308017975,6,36784,38
308017975,8,34172,36
308017975,11,34250,36
308017975,14,38131,40
308017975,16,37802,39
308017975,18,38390,40
308017975,20,40116,42
308017975,23,41345,43
308017975,28,41401,43
308017975,31,34396,36
308017975,35,35643,37
308017975,37,35075,36
308017975,40,36805,38
308017975,42,33917,35
308017975,47,35010,36
308017975,57,6916,7
308017975,0,344,32
308017976,2,38353,40
308017976,3,42675,44
308017976,4,39485,41
308017976,6,35705,37
308017976,7,42037,44
308017976,9,46870,49
308017976,11,34644,36
308017976,12,40984,43
308017976,13,40665,42
308017976,14,50872,53
308017976,15,51673,53
308017976,16,34286,36
308017976,16,33994,35
308017976,17,34096,35
308017976,18,34411,36
308017976,19,48807,51
308017976,20,39827,41
308017976,23,36180,38
308017976,25,36356,38
308017976,27,34726,36
308017976,31,35018,36
308017976,33,35684,37
308017976,34,34250,36
308017976,36,34005,35
308017976,38,41020,43
308017976,41,36961,38
308017976,42,35464,37
308017976,45,37200,39
308017976,46,36773,38
308017976,49,33804,35
308017976,54,33651,35
308017976,63,5404,6
308017976,0,56,32
308017977,7,35677,37
308017977,11,47314,49
308017977,12,33767,35
308017977,13,34613,36
308017977,15,34715,36
308017977,17,34315,36
308017977,21,38779,40
308017977,23,34714,36
308017977,25,49949,52
308017977,26,33839,35
308017977,27,33635,35
308017977,28,33735,35
308017977,29,48508,50
308017977,31,44592,46
308017977,40,25364,26
308017977,50,488,1
308017977,59,47166,49
308017977,60,51219,53
308017977,0,11022,32
308017978,1,40984,43
308017978,2,40665,42
308017978,3,40984,43
308017978,4,34142,36
308017978,8,54145,56
308017978,12,34288,36
308017978,15,34142,36
308017978,18,34445,36
308017978,20,33708,35
308017978,22,34704,36
308017978,24,44316,46
308017978,25,37030,38
308017978,26,42898,44
308017978,31,53365,55
308017978,34,34102,35
308017978,36,34781,36
308017978,45,13196,14
308017978,55,488,1
308017978,58,41080,43
308017978,0,982,32
308017979,1,38008,39
308017979,1,35269,37
308017979,2,34043,35
308017979,2,53412,55
308017979,3,33634,35
308017979,4,42848,44
308017979,5,53389,55
308017979,6,34212,36
308017979,10,36106,38
308017979,12,33934,35
308017979,14,34123,35
308017979,17,35036,36
308017979,20,33967,35
308017979,22,43858,45
308017979,24,35152,37
308017979,26,42691,44
308017979,28,40326,42
308017979,30,34485,36
308017979,32,37197,39
308017979,36,33644,35
308017979,39,37024,38
308017979,42,35715,37
308017979,51,17563,18
308017979,61,488,1
308017979,63,41032,43
308017979,0,20520,32
308017980,2,39206,41
308017980,3,40027,42
308017980,4,36187,38
308017980,4,38739,40
308017980,5,36896,38
308017980,6,33789,35
308017980,7,45206,47
308017980,8,40640,42
308017980,9,34541,36
308017980,10,44974,47
308017980,11,42295,44
308017980,12,49231,51
308017980,13,38178,40
308017980,13,47260,49
308017980,14,34710,36
308017980,15,33707,35
308017980,16,34436,36
308017980,18,46572,48
308017980,22,34616,36
308017980,23,33891,35
308017980,25,34573,36
308017980,28,35058,36
308017980,30,33877,35
308017980,34,34654,36
308017980,43,21656,22
308017980,53,27784,28
308017980,62,4106,5
308017980,0,104,32
308017981,4,34821,36
308017981,8,35822,37
308017981,12,36828,38
308017981,13,38141,40
308017981,15,41295,43
308017981,17,34703,36
308017981,19,44369,46
308017981,21,41234,43
308017981,23,34741,36
308017981,25,41244,43
308017981,27,45913,48
308017981,29,34226,36
308017981,31,34144,36
308017981,33,40192,42
308017981,36,33839,35
308017981,41,37764,39
308017981,51,3774,4
308017981,55,52943,55
308017981,0,15780,32
308017982,4,35443,37
308017982,9,35350,37
308017982,11,43787,45
308017982,13,34313,36
308017982,14,47685,49
308017982,16,44667,46
308017982,17,41371,43
308017982,20,38320,40
308017982,23,41447,43
308017982,25,36713,38
308017982,27,39385,41
308017982,28,34420,36
308017982,30,34119,35
308017982,33,37783,39
308017982,36,35141,37
308017982,41,35899,37
308017982,47,35967,37
308017982,56,34177,36
308017982,0,28116,32
308017983,8,33903,35
308017983,13,40584,42
308017983,15,41636,43
308017983,16,36700,38
308017983,18,36356,38
308017983,21,38779,40
308017983,25,40255,42
308017983,27,34210,36
308017983,30,36580,38
308017983,33,40981,43
308017983,36,36746,38
308017983,40,50128,52
308017983,41,46751,48
308017983,48,33794,35
308017983,57,22974,24
308017983,62,45942,48
308017983,0,19517,32
308017984,2,37255,39
308017984,3,46726,48
308017984,5,40385,42
308017984,6,36878,38
308017984,7,39670,41
308017984,7,35716,37
308017984,8,40563,42
308017984,9,35723,37
308017984,9,35861,37
308017984,10,35669,37
308017984,10,36763,38
308017984,12,45104,47
308017984,12,41469,43
308017984,13,33712,35
308017984,13,35607,37
308017984,15,34470,36
308017984,16,15597,16
308017984,18,37786,39
308017984,19,26289,27
308017984,24,34787,36
308017984,38,680,1
308017984,51,632,1
308017984,0,632,32
308017985,1,38872,40
308017985,3,34713,36
308017985,6,33772,35
308017985,9,34447,36
308017985,11,33813,35
308017985,13,33730,35
308017985,14,34161,36
308017985,16,47268,49
308017985,18,52597,54
308017985,19,40584,42
308017985,20,38595,40
308017985,21,35184,37
308017985,26,36479,38
308017985,29,45382,47
308017985,31,33756,35
308017985,33,35205,37
308017985,34,35838,37
308017985,37,35621,37
308017985,40,34588,36
308017985,43,33887,35
308017985,45,33835,35
308017985,49,34858,36
308017985,57,33961,35
308017985,0,9955,32
308017986,3,34479,36
308017986,4,34314,36
308017986,6,33776,35
308017986,9,34853,36
308017986,12,33979,35
308017986,15,33995,35
308017986,18,46052,48
308017986,19,44370,46
308017986,21,39009,41
308017986,23,39087,41
308017986,25,33866,35
308017986,28,38363,40
308017986,32,42492,44
308017986,34,39757,41
308017986,36,40115,42
308017986,37,35445,37
308017986,39,35007,36
308017986,42,37728,39
308017986,44,34214,36
308017986,46,34203,36
308017986,50,34592,36
308017986,59,24895,26
